,Group,Title,Member,keyword,thumbnail
217,Kep1er,Giddy,강예서,"['고양이', '노래', '언니', '사랑해', '머리']",
218,Kep1er,Giddy,김다연,"['노래', '케플러', '머리', '언니', '앨범']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
219,Kep1er,Giddy,김채현,"['현아', '노래', '센터', '파트', '로미']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
220,Kep1er,Giddy,마시로,"['사랑해', '하루', '케플러', '퐈이팅', '응원']",
221,Kep1er,Giddy,샤오팅,"['화이팅', '케플러', '파이팅', '노래', '플리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
222,Kep1er,Giddy,서영은,"['사랑해', '브릿지', '파트', '개찢엇어', '음색']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
223,Kep1er,Giddy,최유진,"['사랑해', '케플러', '생일', '존예', '컴백']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
224,Kep1er,Giddy,휴닝바이에,"['목소리', '노래', '인생', '컴백', '비주얼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
225,Kep1er,Giddy,히카루,"['화이팅', '케플러', '파이팅', '노래', '플리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
226,Kep1er,Grand Prix,강예서,"['케플러', '사랑해']",
227,Kep1er,Grand Prix,김다연,"['엉덩이', '케플러', '사랑해', '해체', '최악']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
228,Kep1er,Grand Prix,김채현,"['케플러', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
229,Kep1er,Grand Prix,마시로,"['케플러', '사랑해']",
230,Kep1er,Grand Prix,샤오팅,"['화이팅', '케플러', '사랑해', '활동', '일본']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
231,Kep1er,Grand Prix,서영은,"['사랑해', '표정', '갱신', '레전드', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
232,Kep1er,Grand Prix,최유진,"['케플러', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
233,Kep1er,Grand Prix,휴닝바이에,"['사랑해', '케플러', '오빠', '이상', '투표']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
234,Kep1er,Grand Prix,히카루,"['화이팅', '케플러', '사랑해', '활동', '일본']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
235,Kep1er,I do! Do you,강예서,"['케플러', '화이팅', '성공', '바히', '플리']",
236,Kep1er,I do! Do you,김다연,"['짱구', '케플러', '노래', '남자', '관리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
237,Kep1er,I do! Do you,김채현,"['케플러', '현아', '채강', '반함', '로미']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
238,Kep1er,I do! Do you,마시로,"['카와이이', '케플러', '플리', '바히', '치가']",
239,Kep1er,I do! Do you,샤오팅,"['화이팅', '케플러', '파이팅', '일본', '활동']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
240,Kep1er,I do! Do you,서영은,"['보컬', '파트', '분량', '케플러', '일본']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
241,Kep1er,I do! Do you,최유진,"['케플러', '언니', '일본어', '노래', '켚둥이']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
242,Kep1er,I do! Do you,휴닝바이에,"['케플러', '사랑해', '찰떡', '파이팅', '컨셉']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
243,Kep1er,I do! Do you,히카루,"['화이팅', '케플러', '파이팅', '일본', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
244,Kep1er,Straight Line,강예서,"['사랑해', '케플러', '분위기', '더더', '노래']",
245,Kep1er,Straight Line,김다연,"['초밥', '케플러', '사랑해', '뉴진스', '런칭해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
246,Kep1er,Straight Line,김채현,"['언니', '사랑해', '케플러', '시간', '센터']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
247,Kep1er,Straight Line,마시로,"['레전드', '지지', '사랑해', '케플러', '소주']",
248,Kep1er,Straight Line,샤오팅,"['화이팅', '케플러', '파이팅', '일본', '비주얼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
249,Kep1er,Straight Line,서영은,"['단발', '사랑해', '케플러', '노래', '미모']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
250,Kep1er,Straight Line,최유진,"['사랑해', '케플러', '존예', '윙크', '켚동']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
251,Kep1er,Straight Line,휴닝바이에,"['사랑해', '언니', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
252,Kep1er,Straight Line,히카루,"['화이팅', '케플러', '파이팅', '일본', '비주얼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
253,Kep1er,Sugar Rush,강예서,['파트'],
254,Kep1er,Sugar Rush,김채현,['졸라'],https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
255,Kep1er,Sugar Rush,샤오팅,"['파이팅', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
256,Kep1er,Sugar Rush,최유진,"['컨셉', '헨델', '케플러', '아역', '아아']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
257,Kep1er,Sugar Rush,히카루,"['파이팅', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
258,Kep1er,Up!,강예서,"['파트', '왤케', '엔딩', '신곡', '상큼']",
259,Kep1er,Up!,김다연,"['파트', '케플러', '노래', '연아', '컴백']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
260,Kep1er,Up!,김채현,"['케플러', '사랑해', '현아', '파트', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
261,Kep1er,Up!,마시로,"['케플러', '상큼', '컨셉', '노래', '사랑해']",
262,Kep1er,Up!,샤오팅,"['화이팅', '케플러', '파이팅', '노래', '플리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
263,Kep1er,Up!,서영은,"['사랑해', '케플러', '노래', '매력', '왤케']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
264,Kep1er,Up!,최유진,"['파트', '사랑해', '케플러', '노래', '애기']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
265,Kep1er,Up!,휴닝바이에,"['목소리', '파트', '노래', '무대', '바히']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
266,Kep1er,Up!,히카루,"['화이팅', '케플러', '파이팅', '노래', '파트']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
267,Kep1er,WA DA DA,강예서,"['데뷔', '사랑해', '노래', '케플러', '바히']",
268,Kep1er,WA DA DA,김다연,"['연아', '사랑해', '케플러', '파트', '언니']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
269,Kep1er,WA DA DA,김채현,"['데뷔', '현아', '사랑해', '케플러', '언니']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
270,Kep1er,WA DA DA,마시로,"['데뷔', '케플러', '사랑해', '바히', '화이팅']",
271,Kep1er,WA DA DA,샤오팅,"['화이팅', '케플러', '파이팅', '노래', '데뷔']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
272,Kep1er,WA DA DA,서영은,"['사랑해', '케플러', '데뷔', '화이팅', '바히']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
273,Kep1er,WA DA DA,최유진,"['사랑해', '케플러', '화이팅', '그녀', '바히']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
274,Kep1er,WA DA DA,휴닝바이에,"['파트', '바히', '분량', '데뷔', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
275,Kep1er,WA DA DA,히카루,"['화이팅', '케플러', '파이팅', '사랑해', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
276,Kep1er,We Fresh,강예서,"['실력', '사랑해', '나이프', '난사', '휴닝바이']",
277,Kep1er,We Fresh,김다연,"['연애', '연아', '열애설', '사랑해', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
278,Kep1er,We Fresh,김채현,"['사랑해', '현아', '센터', '졸라', '카리스마']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
279,Kep1er,We Fresh,마시로,"['사랑해', '재생', '생일', '레시', '위프']",
280,Kep1er,We Fresh,샤오팅,"['화이팅', '케플러', '파이팅', '노래', '짱플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
281,Kep1er,We Fresh,서영은,"['사랑해', '컨셉', '노래', '파트', '메인보컬']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
282,Kep1er,We Fresh,최유진,"['파트', '노래', '이모', '사랑해', '거실']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
283,Kep1er,We Fresh,휴닝바이에,"['파트', '사랑해', '노래', '바히', '언니']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
284,Kep1er,We Fresh,히카루,"['화이팅', '케플러', '파이팅', '노래', '짱플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
285,Kep1er,Wing Wing,강예서,"['파트', '미모', '물이', '채연', '중독']",
286,Kep1er,Wing Wing,김다연,"['실망', '느므', '노래', '비키니', '개인']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
287,Kep1er,Wing Wing,김채현,"['케플러', '로랑', '사랑해', '회사', '파이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
288,Kep1er,Wing Wing,마시로,"['사랑해', '일본어', '케플러', '노래', '얼굴']",
289,Kep1er,Wing Wing,샤오팅,"['화이팅', '케플러', '일본', '활동', '윙윙']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
290,Kep1er,Wing Wing,서영은,"['사랑해', '파트', '체고', '일본', '데뷔']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
291,Kep1er,Wing Wing,최유진,"['베레모', '죠타', '대책', '코디', '청순']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
292,Kep1er,Wing Wing,휴닝바이에,"['라이브', '번만', '노래', '중심', '윙윙']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
293,Kep1er,Wing Wing,히카루,"['화이팅', '케플러', '노래', '센터', '일본']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
294,LE SSERAFIM,ANTIFRAGILE,김가람,"['가람', '가람이', '노래', '르세라핌', '컨셉']",
295,LE SSERAFIM,ANTIFRAGILE,김채원,"['사랑해', '르세라핌', '노래', '파트', '윤진이']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%85%E1%85%B3%E1%84%89%E1%85%A6%E1%84%85%E1%85%A1%E1%84%91%E1%85%B5%E1%86%B7_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%8B%E1%85%AF%E1%86%AB.jpeg?raw=true
296,LE SSERAFIM,ANTIFRAGILE,사쿠라,"['사랑해', '파트', '르세라핌', '노래', '커리어']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%85%E1%85%B3%E1%84%89%E1%85%A6%E1%84%85%E1%85%A1%E1%84%91%E1%85%B5%E1%86%B7_%E1%84%89%E1%85%A1%E1%84%8F%E1%85%AE%E1%84%85%E1%85%A1.jpeg?raw=true
