group,title,member,keyword,thumbnail
All,All,All,"['노래', '뮤비', '사랑해', '화이팅', '응원']",
FIFTY FIFTY,All,All,"['노래', '피프티', '응원', '대표', '멤버']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/fiftyfifty.jpg?raw=true
FIFTY FIFTY,Cupid,Cupid,"['노래', '대표', '피프티', '멤버', '한국']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/fiftyfifty.jpg?raw=true
FIFTY FIFTY,Higher,Higher,"['노래', '음색', '아란', '목소리', '피프티']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/fiftyfifty.jpg?raw=true
FIFTY FIFTY,Lovin' Me,Lovin' Me,"['노래', '피프티', '큐피드', '뮤비', '음악']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/fiftyfifty.jpg?raw=true
FIFTY FIFTY,SOS,SOS,"['노래', '피프티', '응원', '대표', '앨범']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/fiftyfifty.jpg?raw=true
FIFTY FIFTY,Starry Night,Starry Night,"['노래', '피프티', '응원', '대표', '멤버']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/fiftyfifty.jpg?raw=true
ITZY,All,All,"['노래', '류진', '한국인', '사랑해', '채령']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,BET ON ME,BET ON ME,"['노래', '사랑해', '가사', '류진', '유나']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,BORN TO BE,BORN TO BE,"['노래', '리아', '사랑해', '퍼포먼스', '유나']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,Boys Like You,Boys Like You,"['노래', '채령', '리아', '테일러', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,CAKE,CAKE,"['노래', '케이크', '사랑해', '뮤비', '컴백']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,Cheshire,Cheshire,"['노래', '사랑해', '예지', '체셔', '컴백']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,ICY,ICY,"['노래', '한국인', '예지', '뮤비', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,LOCO,LOCO,"['노래', '사랑해', '예지', '류진', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,Mr. Vampire,Mr. Vampire,"['노래', '리아', '류진', '채령', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,None of My Business,None of My Business,"['노래', '류진', '사랑해', '여름', '리아']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,Not Shy,Not Shy,"['노래', '류진', '한국인', '사랑해', '리아']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,SNEAKERS,SNEAKERS,"['노래', '사랑해', '스니커즈', '채령', '리아']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,SWIPE,SWIPE,"['노래', '타이틀', '뮤비', '사랑해', '중독']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,UNTOUCHABLE,UNTOUCHABLE,"['노래', '리아', '사랑해', '컴백', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,Voltage,Voltage,"['노래', '한국', '일본', '사랑해', '류진']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,WANNABE,WANNABE,"['노래', '류진', '한국인', '사랑해', '예지']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,달라달라(DALLA DALLA),달라달라(DALLA DALLA),"['노래', '한국인', '달라', '채령', '데뷔']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
ITZY,마.피.아. In the morning,마.피.아. In the morning,"['노래', '마피아', '가사', '리아', '중독']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/itzy.jpg?raw=true
IVE,Accendio,Accendio,"['아이브', '아센디오', '뮤비', '사랑해', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,After LIKE,After LIKE,"['아이브', '노래', '사랑해', '가을', '레이']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,All,All,"['아이브', '노래', '사랑해', '리즈', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,All Night (Feat. Saweetie),All Night (Feat. Saweetie),"['아이브', '노래', '사랑해', '신곡', '리즈']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,Baddie,Baddie,"['아이브', '노래', '사랑해', '고양이', '이브']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,ELEVEN,ELEVEN,"['아이브', '노래', '사랑해', '데뷔', '원영']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,Either Way,Either Way,"['아이브', '노래', '사랑해', '웨이', '원영']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,I AM,I AM,"['아이브', '노래', '사랑해', '리즈', '유진']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,Kitsch,Kitsch,"['리즈', '노래', '아이브', '파트', '레이']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,LOVE DIVE,LOVE DIVE,"['아이브', '노래', '다이브', '사랑해', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,Off The Record,Off The Record,"['아이브', '노래', '사랑해', '옾더레', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
IVE,해야 (HEYA),해야 (HEYA),"['아이브', '한국', '중국', '노래', '문화']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/ive.jpg?raw=true
Kep1er,All,All,"['노래', '케플러', '사랑해', '데뷔', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,Giddy,Giddy,"['노래', '케플러', '사랑해', '컴백', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,Grand Prix,Grand Prix,"['케플러', '노래', '사랑해', '한국', '영은']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,I do! Do you,I do! Do you,"['노래', '케플러', '일본', '한국', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,Straight Line,Straight Line,"['케플러', '노래', '사랑해', '일본', '한국']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,Sugar Rush,Sugar Rush,"['케플러', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,Up!,Up!,"['노래', '케플러', '사랑해', '여름', '짱플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,WA DA DA,WA DA DA,"['노래', '케플러', '데뷔', '사랑해', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,We Fresh,We Fresh,"['케플러', '노래', '사랑해', '뮤비', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
Kep1er,Wing Wing,Wing Wing,"['노래', '케플러', '일본', '사랑해', '데뷔']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/kep1er.jpg?raw=true
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,"['노래', '르세라핌', '중독', '채원', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,All,All,"['노래', '르세라핌', '뮤비', '채원', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,CRAZY,CRAZY,"['노래', '르세라핌', '라이브', '뮤비', '뉴진스']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,EASY,EASY,"['노래', '르세라핌', '뮤비', '사랑해', '이지']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,FEARLESS,FEARLESS,"['가람', '노래', '채원', '르세라핌', '데뷔']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,Impurities,Impurities,"['노래', '르세라핌', '뮤비', '사랑해', '사쿠라']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,Perfect Night,Perfect Night,"['노래', '르세라핌', '워치', '오버', '뉴진스']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,Smart,Smart,"['노래', '르세라핌', '뮤비', '스마트', '채원']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN (feat. Nile Rodgers),"['르세라핌', '노래', '뮤비', '사랑해', '채원']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
LE SSERAFIM,"이브, 프시케 그리고 푸른 수염의 아내","이브, 프시케 그리고 푸른 수염의 아내","['노래', '르세라핌', '제목', '뮤비', '허윤진']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/lesserafim.jpg?raw=true
NMIXX,All,All,"['노래', '엔믹스', '사랑해', '뮤비', '컴백']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,DASH,DASH,"['노래', '엔믹스', '사랑해', '뮤비', '음색']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,DICE,DICE,"['노래', '엔믹스', '컨셉', '사랑해', '실력']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,Funky Glitter Christmas,Funky Glitter Christmas,"['노래', '엔믹스', '크리스마스', '지니', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,Love Me Like This,Love Me Like This,"['노래', '엔믹스', '중독', '사랑해', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,O.O,O.O,"['노래', '엔믹스', '데뷔', '가사', '중독']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,Party O’Clock,Party O’Clock,"['노래', '엔믹스', '사랑해', '여름', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,Roller Coaster,Roller Coaster,"['노래', '엔믹스', '여름', '사랑해', '설윤']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,Soñar (Breaker),Soñar (Breaker),"['노래', '엔믹스', '권모술수', '사랑해', '중독']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,"Young, Dumb, Stupid","Young, Dumb, Stupid","['노래', '엔믹스', '지우', '컨셉', '타이틀']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,별별별 (See that),별별별 (See that),"['엔믹스', '노래', '별별별', '뮤비', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NMIXX,蜚蜚 (FEIFEI),蜚蜚 (FEIFEI),"['엔믹스', '노래', '홍콩', '시간', '거슬러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/nmixx.jpg?raw=true
NewJeans,'Cool With You' & 'Get Up' (side B),'Cool With You' & 'Get Up' (side B),"['양조위', '뉴진스', '뮤비', '노래', '정호연']",
NewJeans,'Cool With You' (side A),'Cool With You' (side A),"['뉴진스', '노래', '뮤비', '정호연', '영화']",
NewJeans,'Hype Boy' Official MV (DANIELLE&HAERIN ver.),'Hype Boy' Official MV (DANIELLE&HAERIN ver.),"['노래', '해린', '뉴진스', '뮤비', '다니엘']",
NewJeans,'Hype Boy' Official MV (HANNI ver.),'Hype Boy' Official MV (HANNI ver.),"['하니', '노래', '걸그룹', '민희진', '뮤비']",
NewJeans,'Hype Boy' Official MV (HYEIN ver.),'Hype Boy' Official MV (HYEIN ver.),"['혜인', '뮤비', '노래', '매력', '뉴진스']",
NewJeans,'Hype Boy' Official MV (MINJI ver.),'Hype Boy' Official MV (MINJI ver.),"['노래', '민지', '뉴진스', '민희진', '뮤비']",
NewJeans,ASAP,ASAP,"['노래', '뉴진스', '뮤비', '스테이씨', '사랑해']",
NewJeans,All,All,"['뉴진스', '노래', '하이브', '민희진', '단월드']",
NewJeans,Attention,Attention,"['노래', '뉴진스', '민희진', '뮤비', '걸그룹']",
NewJeans,Bubble Gum,Bubble Gum,"['뉴진스', '민희진', '노래', '응원', '화이팅']",
NewJeans,Cookie,Cookie,"['쿠키', '노래', '뉴진스', '가사', '뮤비']",
NewJeans,Ditto (side A),Ditto (side A),"['뉴진스', '노래', '뮤비', '감성', '민희진']",
NewJeans,Ditto (side B),Ditto (side B),"['뉴진스', '뮤비', '노래', '민희진', '감성']",
NewJeans,ETA,ETA,"['뉴진스', '노래', '광고', '뮤비', '아이폰']",
NewJeans,How Sweet,How Sweet,"['뉴진스', '하이브', '노래', '뮤비', '민희진']",
NewJeans,Hurt,Hurt,"['노래', '뮤비', '뉴진스', '민희진', '얼굴']",
NewJeans,New Jeans,New Jeans,"['뉴진스', '노래', '뮤비', '파워퍼프걸', '사랑해']",
NewJeans,OMG,OMG,"['단월드', '하이브', '민희진', '뉴진스', '삭제']",
NewJeans,Right Now,Right Now,"['뉴진스', '노래', '뮤비', '하니', '일본']",
NewJeans,Super Shy,Super Shy,"['뉴진스', '노래', '독자', '유튜브', '뮤비']",
NewJeans,Supernatural (Part.1),Supernatural (Part.1),"['뉴진스', '노래', '혜인', '일본', '버니즈']",
NewJeans,Supernatural (Part.2),Supernatural (Part.2),"['뉴진스', '한국어', '버전', '혜인', '뮤비']",
NewJeans,Zero,Zero,"['코카콜라', '광고', '뉴진스', '노래', '콜라']",
STAYC,All,All,"['노래', '스테이씨', '사랑해', '뮤비', '중독']",
STAYC,BEAUTIFUL MONSTER,BEAUTIFUL MONSTER,"['노래', '스테이씨', '사랑해', '뮤비', '컴백']",
STAYC,Bubble,Bubble,"['노래', '스테이씨', '버블', '사랑해', '홍진경']",
STAYC,Cheeky Icy Thang,Cheeky Icy Thang,"['노래', '스테이씨', '중독', '정규', '뮤비']",
STAYC,LIT,LIT,"['스테이씨', '노래', '사랑해', '한국어', '안무']",
STAYC,POPPY,POPPY,"['노래', '한국', '일본', '스테이씨', '한국어']",
STAYC,RUN2U,RUN2U,"['노래', '스테이씨', '사랑해', '뮤비', '중독']",
STAYC,SO BAD,SO BAD,"['노래', '스테이씨', '사랑해', '데뷔', '뮤비']",
STAYC,Teddy Bear,Teddy Bear,"['노래', '스테이씨', '사랑해', '테디베어', '컴백']",
STAYC,색안경 (STEREOTYPE),색안경 (STEREOTYPE),"['노래', '스테이씨', '사랑해', '색안경', '뮤비']",
aespa,All,All,"['에스파', '노래', '뮤비', '카리나', '윈터']",
aespa,Armageddon,Armageddon,"['에스파', '뮤비', '노래', '예술', '아마겟돈']",
aespa,Better Things,Better Things,"['노래', '에스파', '카리나', '윈터', '사랑해']",
aespa,Black Mamba,Black Mamba,"['에스파', '노래', '카리나', '윈터', '닝닝']",
aespa,Drama,Drama,"['에스파', '노래', '뮤비', '드라마', '카리나']",
aespa,Forever,Forever,"['노래', '에스파', '윈터', '카리나', '지젤']",
aespa,Girls,Girls,"['에스파', '노래', '카리나', '사랑해', '윈터']",
aespa,Live My Life,Live My Life,"['노래', '에스파', '뮤비', '카리나', '표절']",
aespa,Next Level,Next Level,"['노래', '에스파', '중독', '카리나', '윈터']",
aespa,Savage,Savage,"['노래', '에스파', '윈터', '카리나', '중독']",
aespa,Spicy,Spicy,"['에스파', '노래', '카리나', '광야', '컨셉']",
aespa,Supernova,Supernova,"['에스파', '노래', '뮤비', '컨셉', '중독']",
aespa,Welcome To MY World (Feat. nævis),Welcome To MY World (Feat. nævis),"['노래', '에스파', '사랑해', '컴백', '나비스']",
tripleS,All,All,"['노래', '뮤비', '트리플에스', '화이팅', '컨셉']",
tripleS,Cherry Gene,Cherry Gene,"['노래', '기대', '트리플에스', '체리', '매쉬업']",
tripleS,Cherry Talk,Cherry Talk,"['뮤비', '노래', '크아', '트리플에스', '체리']",
tripleS,Door,Door,"['노래', '트리플에스', '발라드', '다현', '우산']",
tripleS,Generation,Generation,"['노래', '뮤비', '뉴진스', '중독', '데뷔']",
tripleS,Girls Never Die,Girls Never Die,"['노래', '뮤비', '트리플에스', '포기', '소녀']",
tripleS,Girls' Capitalism,Girls' Capitalism,"['노래', '뮤비', '트리플에스', '멤버', '신위']",
tripleS,Invincible,Invincible,"['노래', '트리플에스', '유연', '김유연', '뮤비']",
tripleS,Rising,Rising,"['노래', '트리플에스', '뮤비', '화이팅', '데뷔']",
tripleS,Touch+,Touch+,"['노래', '트리플에스', '뮤비', '화이팅', '크아']",
FIFTY FIFTY,All,문샤넬,"['피프티', '노래', '응원', '대표', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%86%E1%85%AE%E1%86%AB%E1%84%89%E1%85%A3%E1%84%82%E1%85%A6%E1%86%AF.jpeg?raw=true
FIFTY FIFTY,All,새나,"['노래', '응원', '생일', '화이팅', '피프티']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%89%E1%85%A2%E1%84%82%E1%85%A1_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
FIFTY FIFTY,All,시오,"['노래', '목소리', '음색', '보컬', '피프티']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%89%E1%85%B5%E1%84%8B%E1%85%A9_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
FIFTY FIFTY,All,아란,"['음색', '목소리', '노래', '피프티', '보컬']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%8B%E1%85%A1%E1%84%85%E1%85%A1%E1%86%AB_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
FIFTY FIFTY,All,아테나,"['피프티', '노래', '응원', '대표', '음색']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%8B%E1%85%A1%E1%84%90%E1%85%A6%E1%84%82%E1%85%A1.jpeg?raw=true
FIFTY FIFTY,All,예원,"['피프티', '노래', '응원', '화이팅', '대표']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%8B%E1%85%A8%E1%84%8B%E1%85%AF%E1%86%AB.jpeg?raw=true
FIFTY FIFTY,All,키나,"['노래', '피프티', '응원', '멤버', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%8F%E1%85%B5%E1%84%82%E1%85%A1.jpeg?raw=true
FIFTY FIFTY,All,하나,"['노래', '피프티', '멤버', '생일', '대표']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%92%E1%85%A1%E1%84%82%E1%85%A1.jpeg?raw=true
FIFTY FIFTY,Cupid,문샤넬,"['디올', '주제', '큐피드', '예감', '피프티']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%86%E1%85%AE%E1%86%AB%E1%84%89%E1%85%A3%E1%84%82%E1%85%A6%E1%86%AF.jpeg?raw=true
FIFTY FIFTY,Cupid,새나,"['생일', '응원', '사랑해', '노래', '파트']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%89%E1%85%A2%E1%84%82%E1%85%A1_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
FIFTY FIFTY,Cupid,시오,"['노래', '목소리', '사랑해', '피프티', '음색']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%89%E1%85%B5%E1%84%8B%E1%85%A9_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
FIFTY FIFTY,Cupid,아란,"['목소리', '음색', '노래', '피프티', '멤버']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%8B%E1%85%A1%E1%84%85%E1%85%A1%E1%86%AB_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
FIFTY FIFTY,Cupid,아테나,"['목소리', '사장', '월급', '큐피드', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%8B%E1%85%A1%E1%84%90%E1%85%A6%E1%84%82%E1%85%A1.jpeg?raw=true
FIFTY FIFTY,Cupid,예원,"['큐피드', '피프티', '예감', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%8B%E1%85%A8%E1%84%8B%E1%85%AF%E1%86%AB.jpeg?raw=true
FIFTY FIFTY,Cupid,키나,"['피프티', '화이팅', '노래', '응원', '멤버']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%8F%E1%85%B5%E1%84%82%E1%85%A1.jpeg?raw=true
FIFTY FIFTY,Cupid,하나,"['노래', '멤버', '소속사', '대표', '얼굴']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%92%E1%85%A1%E1%84%82%E1%85%A1.jpeg?raw=true
FIFTY FIFTY,Higher,문샤넬,"['여서', '실력', '비교', '걱정', '출발']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5%E1%84%91%E1%85%B5%E1%84%91%E1%85%B3%E1%84%90%E1%85%B5_%E1%84%86%E1%85%AE%E1%86%AB%E1%84%89%E1%85%A3%E1%84%82%E1%85%A6%E1%86%AF.jpeg?raw=true
